cohort_week,eligible_users,cohort_age,retained_users,retention
2024-01-01,14,0,14,1.0
2024-01-01,14,1,2,0.14285714285714285
2024-01-01,14,2,3,0.21428571428571427
2024-01-01,14,3,1,0.07142857142857142
2024-01-01,14,4,4,0.2857142857142857
2024-01-01,14,5,1,0.07142857142857142
2024-01-01,14,6,1,0.07142857142857142
2024-01-01,14,7,1,0.07142857142857142
2024-01-01,14,8,1,0.07142857142857142
2024-01-01,14,9,2,0.14285714285714285
2024-01-01,14,10,4,0.2857142857142857
2024-01-01,14,11,4,0.2857142857142857
2024-01-01,14,12,1,0.07142857142857142
2024-01-01,14,13,1,0.07142857142857142
2024-01-01,14,14,1,0.07142857142857142
2024-01-01,14,15,4,0.2857142857142857
2024-01-01,14,16,3,0.21428571428571427
2024-01-01,14,17,0,0.0
2024-01-01,14,18,3,0.21428571428571427
2024-01-01,14,19,0,0.0
2024-01-01,14,20,2,0.14285714285714285
2024-01-01,14,21,4,0.2857142857142857
2024-01-01,14,22,0,0.0
2024-01-01,14,23,3,0.21428571428571427
2024-01-01,14,24,2,0.14285714285714285
2024-01-01,14,25,1,0.07142857142857142
2024-01-01,14,26,1,0.07142857142857142
2024-01-01,14,27,1,0.07142857142857142
2024-01-01,14,28,1,0.07142857142857142
2024-01-01,14,29,1,0.07142857142857142
2024-01-01,14,30,3,0.21428571428571427
2024-01-01,14,31,1,0.07142857142857142
2024-01-01,14,32,1,0.07142857142857142
2024-01-01,14,33,1,0.07142857142857142
2024-01-01,14,34,1,0.07142857142857142
2024-01-01,14,35,2,0.14285714285714285
2024-01-01,14,36,2,0.14285714285714285
2024-01-01,14,37,0,0.0
2024-01-01,14,38,1,0.07142857142857142
2024-01-01,14,39,1,0.07142857142857142
2024-01-01,14,40,1,0.07142857142857142
2024-01-01,14,41,4,0.2857142857142857
2024-01-01,14,42,0,0.0
2024-01-01,14,43,0,0.0
2024-01-01,14,44,0,0.0
2024-01-01,14,45,0,0.0
2024-01-01,14,46,0,0.0
2024-01-01,14,47,1,0.07142857142857142
2024-01-01,14,48,0,0.0
2024-01-01,14,49,0,0.0
2024-01-01,14,50,2,0.14285714285714285
2024-01-01,14,51,0,0.0
2024-01-01,14,52,1,0.07142857142857142
2024-01-01,14,53,0,0.0
2024-01-01,14,54,0,0.0
2024-01-01,14,55,0,0.0
2024-01-01,14,56,0,0.0
2024-01-01,14,57,0,0.0
2024-01-01,14,58,1,0.07142857142857142
2024-01-01,14,59,0,0.0
2024-01-01,14,60,3,0.21428571428571427
2024-01-08,30,0,30,1.0
2024-01-08,30,1,8,0.26666666666666666
2024-01-08,30,2,11,0.36666666666666664
2024-01-08,30,3,5,0.16666666666666666
2024-01-08,30,4,7,0.23333333333333334
2024-01-08,30,5,8,0.26666666666666666
2024-01-08,30,6,3,0.1
2024-01-08,30,7,6,0.2
2024-01-08,30,8,6,0.2
2024-01-08,30,9,5,0.16666666666666666
2024-01-08,30,10,5,0.16666666666666666
2024-01-08,30,11,2,0.06666666666666667
2024-01-08,30,12,2,0.06666666666666667
2024-01-08,30,13,5,0.16666666666666666
2024-01-08,30,14,5,0.16666666666666666
2024-01-08,30,15,3,0.1
2024-01-08,30,16,1,0.03333333333333333
2024-01-08,30,17,5,0.16666666666666666
2024-01-08,30,18,2,0.06666666666666667
2024-01-08,30,19,1,0.03333333333333333
2024-01-08,30,20,1,0.03333333333333333
2024-01-08,30,21,1,0.03333333333333333
2024-01-08,30,22,1,0.03333333333333333
2024-01-08,30,23,1,0.03333333333333333
2024-01-08,30,24,2,0.06666666666666667
2024-01-08,30,25,2,0.06666666666666667
2024-01-08,30,26,3,0.1
2024-01-08,30,27,0,0.0
2024-01-08,30,28,2,0.06666666666666667
2024-01-08,30,29,2,0.06666666666666667
2024-01-08,30,30,1,0.03333333333333333
2024-01-08,30,31,1,0.03333333333333333
2024-01-08,30,32,2,0.06666666666666667
2024-01-08,30,33,3,0.1
2024-01-08,30,34,2,0.06666666666666667
2024-01-08,30,35,0,0.0
2024-01-08,30,36,0,0.0
2024-01-08,30,37,2,0.06666666666666667
2024-01-08,30,38,0,0.0
2024-01-08,30,39,0,0.0
2024-01-08,30,40,3,0.1
2024-01-08,30,41,1,0.03333333333333333
2024-01-08,30,42,2,0.06666666666666667
2024-01-08,30,43,0,0.0
2024-01-08,30,44,2,0.06666666666666667
2024-01-08,30,45,2,0.06666666666666667
2024-01-08,30,46,2,0.06666666666666667
2024-01-08,30,47,1,0.03333333333333333
2024-01-08,30,48,0,0.0
2024-01-08,30,49,0,0.0
2024-01-08,30,50,0,0.0
2024-01-08,30,51,0,0.0
2024-01-08,30,52,0,0.0
2024-01-08,30,53,1,0.03333333333333333
2024-01-08,30,54,0,0.0
2024-01-08,30,55,0,0.0
2024-01-08,30,56,1,0.03333333333333333
2024-01-08,30,57,2,0.06666666666666667
2024-01-08,30,58,0,0.0
2024-01-08,30,59,1,0.03333333333333333
2024-01-08,30,60,0,0.0
2024-01-15,59,0,59,1.0
2024-01-15,59,1,7,0.11864406779661017
2024-01-15,59,2,14,0.23728813559322035
2024-01-15,59,3,10,0.1694915254237288
2024-01-15,59,4,7,0.11864406779661017
2024-01-15,59,5,11,0.1864406779661017
2024-01-15,59,6,12,0.2033898305084746
2024-01-15,59,7,13,0.22033898305084745
2024-01-15,59,8,15,0.2542372881355932
2024-01-15,59,9,8,0.13559322033898305
2024-01-15,59,10,9,0.15254237288135594
2024-01-15,59,11,9,0.15254237288135594
2024-01-15,59,12,10,0.1694915254237288
2024-01-15,59,13,11,0.1864406779661017
2024-01-15,59,14,8,0.13559322033898305
2024-01-15,59,15,3,0.05084745762711865
2024-01-15,59,16,12,0.2033898305084746
2024-01-15,59,17,7,0.11864406779661017
2024-01-15,59,18,6,0.1016949152542373
2024-01-15,59,19,7,0.11864406779661017
2024-01-15,59,20,9,0.15254237288135594
2024-01-15,59,21,6,0.1016949152542373
2024-01-15,59,22,6,0.1016949152542373
2024-01-15,59,23,8,0.13559322033898305
2024-01-15,59,24,6,0.1016949152542373
2024-01-15,59,25,7,0.11864406779661017
2024-01-15,59,26,2,0.03389830508474576
2024-01-15,59,27,3,0.05084745762711865
2024-01-15,59,28,8,0.13559322033898305
2024-01-15,59,29,7,0.11864406779661017
2024-01-15,59,30,5,0.0847457627118644
2024-01-15,59,31,5,0.0847457627118644
2024-01-15,59,32,10,0.1694915254237288
2024-01-15,59,33,6,0.1016949152542373
2024-01-15,59,34,2,0.03389830508474576
2024-01-15,59,35,4,0.06779661016949153
2024-01-15,59,36,6,0.1016949152542373
2024-01-15,59,37,7,0.11864406779661017
2024-01-15,59,38,8,0.13559322033898305
2024-01-15,59,39,2,0.03389830508474576
2024-01-15,59,40,8,0.13559322033898305
2024-01-15,59,41,2,0.03389830508474576
2024-01-15,59,42,4,0.06779661016949153
2024-01-15,59,43,5,0.0847457627118644
2024-01-15,59,44,5,0.0847457627118644
2024-01-15,59,45,4,0.06779661016949153
2024-01-15,59,46,2,0.03389830508474576
2024-01-15,59,47,6,0.1016949152542373
2024-01-15,59,48,2,0.03389830508474576
2024-01-15,59,49,1,0.01694915254237288
2024-01-15,59,50,7,0.11864406779661017
2024-01-15,59,51,5,0.0847457627118644
2024-01-15,59,52,4,0.06779661016949153
2024-01-15,59,53,6,0.1016949152542373
2024-01-15,59,54,2,0.03389830508474576
2024-01-15,59,55,5,0.0847457627118644
2024-01-15,59,56,1,0.01694915254237288
2024-01-15,59,57,2,0.03389830508474576
2024-01-15,59,58,3,0.05084745762711865
2024-01-15,59,59,4,0.06779661016949153
2024-01-15,59,60,2,0.03389830508474576
2024-01-22,70,0,70,1.0
2024-01-22,70,1,12,0.17142857142857143
2024-01-22,70,2,12,0.17142857142857143
2024-01-22,70,3,14,0.2
2024-01-22,70,4,13,0.18571428571428572
2024-01-22,70,5,15,0.21428571428571427
2024-01-22,70,6,12,0.17142857142857143
2024-01-22,70,7,8,0.11428571428571428
2024-01-22,70,8,16,0.22857142857142856
2024-01-22,70,9,13,0.18571428571428572
2024-01-22,70,10,7,0.1
2024-01-22,70,11,13,0.18571428571428572
2024-01-22,70,12,7,0.1
2024-01-22,70,13,7,0.1
2024-01-22,70,14,13,0.18571428571428572
2024-01-22,70,15,6,0.08571428571428572
2024-01-22,70,16,10,0.14285714285714285
2024-01-22,70,17,5,0.07142857142857142
2024-01-22,70,18,6,0.08571428571428572
2024-01-22,70,19,9,0.12857142857142856
2024-01-22,70,20,6,0.08571428571428572
2024-01-22,70,21,11,0.15714285714285714
2024-01-22,70,22,5,0.07142857142857142
2024-01-22,70,23,5,0.07142857142857142
2024-01-22,70,24,7,0.1
2024-01-22,70,25,2,0.02857142857142857
2024-01-22,70,26,5,0.07142857142857142
2024-01-22,70,27,4,0.05714285714285714
2024-01-22,70,28,5,0.07142857142857142
2024-01-22,70,29,7,0.1
2024-01-22,70,30,4,0.05714285714285714
2024-01-22,70,31,8,0.11428571428571428
2024-01-22,70,32,5,0.07142857142857142
2024-01-22,70,33,7,0.1
2024-01-22,70,34,6,0.08571428571428572
2024-01-22,70,35,8,0.11428571428571428
2024-01-22,70,36,6,0.08571428571428572
2024-01-22,70,37,6,0.08571428571428572
2024-01-22,70,38,5,0.07142857142857142
2024-01-22,70,39,6,0.08571428571428572
2024-01-22,70,40,0,0.0
2024-01-22,70,41,7,0.1
2024-01-22,70,42,3,0.04285714285714286
2024-01-22,70,43,4,0.05714285714285714
2024-01-22,70,44,2,0.02857142857142857
2024-01-22,70,45,2,0.02857142857142857
2024-01-22,70,46,3,0.04285714285714286
2024-01-22,70,47,0,0.0
2024-01-22,70,48,2,0.02857142857142857
2024-01-22,70,49,1,0.014285714285714285
2024-01-22,70,50,4,0.05714285714285714
2024-01-22,70,51,3,0.04285714285714286
2024-01-22,70,52,2,0.02857142857142857
2024-01-22,70,53,2,0.02857142857142857
2024-01-22,70,54,1,0.014285714285714285
2024-01-22,70,55,1,0.014285714285714285
2024-01-22,70,56,1,0.014285714285714285
2024-01-22,70,57,1,0.014285714285714285
2024-01-22,70,58,1,0.014285714285714285
2024-01-22,70,59,1,0.014285714285714285
2024-01-22,70,60,2,0.02857142857142857
2024-01-29,89,0,89,1.0
2024-01-29,89,1,18,0.20224719101123595
2024-01-29,89,2,17,0.19101123595505617
2024-01-29,89,3,19,0.21348314606741572
2024-01-29,89,4,21,0.23595505617977527
2024-01-29,89,5,15,0.16853932584269662
2024-01-29,89,6,12,0.1348314606741573
2024-01-29,89,7,10,0.11235955056179775
2024-01-29,89,8,14,0.15730337078651685
2024-01-29,89,9,11,0.12359550561797752
2024-01-29,89,10,13,0.14606741573033707
2024-01-29,89,11,10,0.11235955056179775
2024-01-29,89,12,12,0.1348314606741573
2024-01-29,89,13,13,0.14606741573033707
2024-01-29,89,14,10,0.11235955056179775
2024-01-29,89,15,17,0.19101123595505617
2024-01-29,89,16,10,0.11235955056179775
2024-01-29,89,17,10,0.11235955056179775
2024-01-29,89,18,11,0.12359550561797752
2024-01-29,89,19,8,0.0898876404494382
2024-01-29,89,20,4,0.0449438202247191
2024-01-29,89,21,7,0.07865168539325842
2024-01-29,89,22,9,0.10112359550561797
2024-01-29,89,23,10,0.11235955056179775
2024-01-29,89,24,10,0.11235955056179775
2024-01-29,89,25,5,0.056179775280898875
2024-01-29,89,26,5,0.056179775280898875
2024-01-29,89,27,5,0.056179775280898875
2024-01-29,89,28,4,0.0449438202247191
2024-01-29,89,29,4,0.0449438202247191
2024-01-29,89,30,2,0.02247191011235955
2024-01-29,89,31,4,0.0449438202247191
2024-01-29,89,32,3,0.033707865168539325
2024-01-29,89,33,4,0.0449438202247191
2024-01-29,89,34,7,0.07865168539325842
2024-01-29,89,35,4,0.0449438202247191
2024-01-29,89,36,5,0.056179775280898875
2024-01-29,89,37,5,0.056179775280898875
2024-01-29,89,38,7,0.07865168539325842
2024-01-29,89,39,5,0.056179775280898875
2024-01-29,89,40,4,0.0449438202247191
2024-01-29,89,41,10,0.11235955056179775
2024-01-29,89,42,1,0.011235955056179775
2024-01-29,89,43,2,0.02247191011235955
2024-01-29,89,44,3,0.033707865168539325
2024-01-29,89,45,0,0.0
2024-01-29,89,46,6,0.06741573033707865
2024-01-29,89,47,3,0.033707865168539325
2024-01-29,89,48,5,0.056179775280898875
2024-01-29,89,49,4,0.0449438202247191
2024-01-29,89,50,5,0.056179775280898875
2024-01-29,89,51,3,0.033707865168539325
2024-01-29,89,52,3,0.033707865168539325
2024-01-29,89,53,3,0.033707865168539325
2024-01-29,89,54,2,0.02247191011235955
2024-01-29,89,55,1,0.011235955056179775
2024-01-29,89,56,4,0.0449438202247191
2024-01-29,89,57,5,0.056179775280898875
2024-01-29,89,58,4,0.0449438202247191
2024-01-29,89,59,5,0.056179775280898875
2024-01-29,89,60,2,0.02247191011235955
2024-02-05,66,0,66,1.0
2024-02-05,66,1,10,0.15151515151515152
2024-02-05,66,2,15,0.22727272727272727
2024-02-05,66,3,7,0.10606060606060606
2024-02-05,66,4,15,0.22727272727272727
2024-02-05,66,5,13,0.19696969696969696
2024-02-05,66,6,13,0.19696969696969696
2024-02-05,66,7,13,0.19696969696969696
2024-02-05,66,8,7,0.10606060606060606
2024-02-05,66,9,11,0.16666666666666666
2024-02-05,66,10,11,0.16666666666666666
2024-02-05,66,11,11,0.16666666666666666
2024-02-05,66,12,13,0.19696969696969696
2024-02-05,66,13,12,0.18181818181818182
2024-02-05,66,14,13,0.19696969696969696
2024-02-05,66,15,10,0.15151515151515152
2024-02-05,66,16,6,0.09090909090909091
2024-02-05,66,17,7,0.10606060606060606
2024-02-05,66,18,6,0.09090909090909091
2024-02-05,66,19,7,0.10606060606060606
